text,avg_monthly_searches,competition_level
insilico evolution of networks with high valence potential,0,UNSPECIFIED
mechanistic models of how psychedelics increase connectome entropy,0,UNSPECIFIED
computational models of trust and betrayal,0,UNSPECIFIED
validated biomarkers from connectome harmonics for predicting treatment outcomes,0,UNSPECIFIED
empirical studies of social cognition,0,UNSPECIFIED
systemlevel simulations of neurogliavascular interactions,0,UNSPECIFIED
mechanistic models of emotion regulation,0,UNSPECIFIED
multiscale analysis of seismic data,0,UNSPECIFIED
valencesymmetry hypothesis,0,UNSPECIFIED
rigorous testing of consciousness theories,0,UNSPECIFIED
foundational research on the physical correlates of phenomenal binding,0,UNSPECIFIED
multiscale connectome dynamics,0,UNSPECIFIED
insilico models of brain development,0,UNSPECIFIED
latent semantic analysis of largescale dream databases,0,UNSPECIFIED
psychedelicinduced network plasticity,0,UNSPECIFIED
reproducible research practices,0,UNSPECIFIED
mechanistic models of neural computation,0,UNSPECIFIED
highimpact theories of cultural evolution,0,UNSPECIFIED
reproducible psychophysical experiments on phenomenal transparency,0,UNSPECIFIED
validated interventions for wellbeing,0,UNSPECIFIED
mechanistic models of cognitive aging,0,UNSPECIFIED
mechanistic models of decisionmaking,0,UNSPECIFIED
highimpact computational modeling of the default mode network's role in selfhood,0,UNSPECIFIED
validated consciousness metrics,0,UNSPECIFIED
formal theories of knowledge,0,UNSPECIFIED
foundational principles of artificial intelligence,0,UNSPECIFIED
systemlevel analysis of cognitive architectures,0,UNSPECIFIED
nonlinear models of selftransformation,0,UNSPECIFIED
recursive synthesis of the phenomenal self,0,UNSPECIFIED
information flow during state transitions,0,UNSPECIFIED
peerreviewed methods for psychedelic synthesis,0,UNSPECIFIED
canonical research on lsd cognitive effects,0,UNSPECIFIED
topological analysis of brain states,0,UNSPECIFIED
emergent selfmodels from neural dynamics,0,UNSPECIFIED
theoretical models of geometric hallucinations,0,UNSPECIFIED
quantifying the valence of mixed emotions,0,UNSPECIFIED
thermodynamics of mental states,0,UNSPECIFIED
coevolutionary dynamics of selfmodels,0,UNSPECIFIED
selforganizing neural structures,0,UNSPECIFIED
emergent synchrony in hippocampal place cells,0,UNSPECIFIED
quantifying subjective dissonance,0,UNSPECIFIED
nonlinear dynamics of attentional blink,0,UNSPECIFIED
coevolution of language and phenomenal concepts,0,UNSPECIFIED
foundational debates on physicalism,0,UNSPECIFIED
coevolution of culture and consciousness,0,UNSPECIFIED
canonical models of consciousness state transitions,0,UNSPECIFIED
adaptive information processing in neural networks,0,UNSPECIFIED
adaptive resonance theory in consciousness,0,UNSPECIFIED
recursive bayesian filtering of sensory data,0,UNSPECIFIED
quantifying the information content of emotions,0,UNSPECIFIED
adaptive resonance filtering of sensory input,0,UNSPECIFIED
canonical models of psilocybin hyperconnectivity,0,UNSPECIFIED
peerreviewed guidelines for psychedelicassisted therapy,0,UNSPECIFIED
foundational research on panpsychism,0,UNSPECIFIED
selforganizing criticality in neural networks,0,UNSPECIFIED
hierarchical control of thought sequences,0,UNSPECIFIED
mechanistic simulation of receptor trafficking,0,UNSPECIFIED
recursive processing of sensory qualia,0,UNSPECIFIED
multiscale analysis of brain network modularity,0,UNSPECIFIED
validated instruments for measuring ego dissolution,0,UNSPECIFIED
hierarchical bayesian models of self,0,UNSPECIFIED
empirical validation of phenomenal dissonance theory,0,UNSPECIFIED
spatiotemporal analysis of neural traveling waves,0,UNSPECIFIED
emergent synchronization in neural oscillators,0,UNSPECIFIED
nonlinear coupling of brain oscillations,0,UNSPECIFIED
emergent functional networks from structural priors,0,UNSPECIFIED
foundational research on artificial consciousness,0,UNSPECIFIED
thermodynamic entropy of ego structures,0,UNSPECIFIED
foundational axioms of computational qualia,0,UNSPECIFIED
stochastic simulation of neural avalanches,0,UNSPECIFIED
canonical study of phenomenal binding,0,UNSPECIFIED
multiscale modeling of phenomenal consciousness,0,UNSPECIFIED
adaptive gain control in neural circuits,0,UNSPECIFIED
theoretical models of perceptual binding,0,UNSPECIFIED
highdimensional clustering of subjective reports,0,UNSPECIFIED
multiscale connectome harmonic analysis,0,UNSPECIFIED
hierarchical predictive coding of interoception,0,UNSPECIFIED
validated biomarkers of synaptic plasticity,0,UNSPECIFIED
selforganizing maps of qualia,0,UNSPECIFIED
crossvalidated models of meditative depth,0,UNSPECIFIED
information flow in thalamocortical networks,0,UNSPECIFIED
canonical models of predictive processing,0,UNSPECIFIED
foundational assumptions of neurophenomenology,0,UNSPECIFIED
theoretical constraints on conscious systems,0,UNSPECIFIED
foundational models of intentionality,0,UNSPECIFIED
highimpact research on psychedelicinduced creativity,0,UNSPECIFIED
intrinsic dimensionality of the conscious field,0,UNSPECIFIED
intrinsic properties of the phenomenal field,0,UNSPECIFIED
selforganizing potential of neural tissue,0,UNSPECIFIED
peerreviewed ethical frameworks for valence engineering,0,UNSPECIFIED
peerreviewed ontologies of altered states,0,UNSPECIFIED
latent structure of interpersonal synergy,0,UNSPECIFIED
peerreviewed assessment of psychedelic risk,0,UNSPECIFIED
validated models of emotional contagion,0,UNSPECIFIED
multimodal biomarkers of consciousness level,0,UNSPECIFIED
adaptive wavelet analysis of eeg,0,UNSPECIFIED
hierarchical inference in the bayesian brain,0,UNSPECIFIED
peerreviewed valencesymmetry mapping,0,UNSPECIFIED
crossvalidated classification of brain states,0,UNSPECIFIED
coevolution of genes and subjective experience,0,UNSPECIFIED
adaptive resonance theory for concept formation,0,UNSPECIFIED
highdimensional statespace of dreams,0,UNSPECIFIED
hierarchical representations in ventral visual stream,0,UNSPECIFIED
peerreviewed analysis of ayahuasca rituals,0,UNSPECIFIED
empirical correlates of connectome eigenmodes,0,UNSPECIFIED
crossvalidated models of psychedelic response,0,UNSPECIFIED
theoretical basis for connectome harmonics,0,UNSPECIFIED
quantifying the bandwidth of consciousness,0,UNSPECIFIED
highimpact research on endogenous dmt,0,UNSPECIFIED
mechanistic modeling of ego dissolution,0,UNSPECIFIED
theoretical unification of consciousness theories,0,UNSPECIFIED
nonlinear analysis of restingstate networks,0,UNSPECIFIED
emergent phenomena in highdensity eeg,0,UNSPECIFIED
canonical neurobiology of bliss states,0,UNSPECIFIED
validated quantification of phenomenal richness,0,UNSPECIFIED
thermodynamic efficiency of neural computation,0,UNSPECIFIED
empirical validation of cshw,0,UNSPECIFIED
latent manifolds of perceptual categories,0,UNSPECIFIED
coevolution of affect and cognition,0,UNSPECIFIED
stochastic resonance models of perception,0,UNSPECIFIED
peerreviewed framework for harm reduction,0,UNSPECIFIED
multimodal imaging of default mode network suppression,0,UNSPECIFIED
computational approaches to enlightenment,0,UNSPECIFIED
selforganizing swarms in neural processing,0,UNSPECIFIED
canonical research on dmtinduced hyperrealism,0,UNSPECIFIED
foundational questions in the philosophy of mind,0,UNSPECIFIED
peerreviewed frameworks for computational phenomenology,0,UNSPECIFIED
foundational principles of digital phenomenology,0,UNSPECIFIED
adaptive control of affective states,0,UNSPECIFIED
highdimensional representation of emotional spectra,0,UNSPECIFIED
information dynamics of conscious states,0,UNSPECIFIED
highimpact studies on microdosing efficacy,0,UNSPECIFIED
information geometry of statistical models,0,UNSPECIFIED
peerreviewed practices for responsible innovation,0,UNSPECIFIED
quantifying consonance in auditory experience,0,UNSPECIFIED
stochastic dynamics of memory reconsolidation,0,UNSPECIFIED
stochastic models of mindwandering,0,UNSPECIFIED
mechanistic action of nmda receptor antagonists,0,UNSPECIFIED
adaptive predictive coding in altered states,0,UNSPECIFIED
hierarchical generative models of perception,0,UNSPECIFIED
computational models of selfinquiry,0,UNSPECIFIED
empirical validation of connectome harmonics,0,UNSPECIFIED
intrinsic curvature of semantic space,0,UNSPECIFIED
computational linguistics of trip reports,0,UNSPECIFIED
foundational research in consciousness engineering,0,UNSPECIFIED
latent variables in subjective wellbeing,0,UNSPECIFIED
recursive feature extraction in deep learning,0,UNSPECIFIED
emergent properties of connectome harmonics,0,UNSPECIFIED
empirical evidence for valence gradients,0,UNSPECIFIED
computational frameworks for mystical experiences,0,UNSPECIFIED
latent structure of subjective time,0,UNSPECIFIED
coevolution of belief systems and affect,0,UNSPECIFIED
multiscale entropy analysis of eeg,0,UNSPECIFIED
computational models of nondual awareness,0,UNSPECIFIED
highdimensional mapping of affective states,0,UNSPECIFIED
multimodal fusion of fmri and eeg data,0,UNSPECIFIED
spatiotemporal metrics of brain state symmetry,0,UNSPECIFIED
highdimensional dynamics of neural avalanches,0,UNSPECIFIED
computational theories of the selfobject,0,UNSPECIFIED
intrinsic geometry of perceptual spaces,0,UNSPECIFIED
hierarchical emergent behaviors,0,UNSPECIFIED
multicomponent interaction in qualia binding,0,UNSPECIFIED
informationtheoretic measures of consciousness,0,UNSPECIFIED
intrinsic curvature of motor control space,0,UNSPECIFIED
quantifying the richness of experience,0,UNSPECIFIED
multiagent simulation of social consciousness,0,UNSPECIFIED
multilevel analysis of consciousness,0,UNSPECIFIED
spatiotemporal eigenmodes of the connectome,0,UNSPECIFIED
peerreviewed methods for qualia elicitation,0,UNSPECIFIED
spatiotemporal correlates of jhana factors,0,UNSPECIFIED
selforganizing dynamics of social networks,0,UNSPECIFIED
theoretical framework for statespace geometry,0,UNSPECIFIED
empirical validation of valencesymmetry in art,0,UNSPECIFIED
crossvalidated models of affective valence,0,UNSPECIFIED
thermodynamic models of emotional regulation,0,UNSPECIFIED
highimpact findings in psychedelic neuroscience,0,UNSPECIFIED
highdimensional clustering of fmri connectomes,0,UNSPECIFIED
adaptive gain modulation in visual cortex,0,UNSPECIFIED
stochastic resonance in perceptual bistability,0,UNSPECIFIED
stochastic processes in creative cognition,0,UNSPECIFIED
stochastic models of dream states,0,UNSPECIFIED
selforganizing principles of memory consolidation,0,UNSPECIFIED
recursive evaluation frameworks for consciousness,0,UNSPECIFIED
quantifying phenomenal texture,0,UNSPECIFIED
foundational assumptions of computational psychiatry,0,UNSPECIFIED
spatiotemporal signatures of valence shifts,0,UNSPECIFIED
recursive representations in working memory,0,UNSPECIFIED
foundational studies on the hard problem,0,UNSPECIFIED
information decomposition in neural systems,0,UNSPECIFIED
emergent order parameters in brain activity,0,UNSPECIFIED
highdimensional valence topography,0,UNSPECIFIED
multimodal imaging of neural resonance,0,UNSPECIFIED
recursive construction of the bodyschema,0,UNSPECIFIED
validated neural annealing models,0,UNSPECIFIED
intrinsic topology of conceptual space,0,UNSPECIFIED
foundational theory of qualia realism,0,UNSPECIFIED
latent geometries of perceptual experience,0,UNSPECIFIED
mechanistic role of 5ht2a receptor activation,0,UNSPECIFIED
foundational principles of conscious computation,0,UNSPECIFIED
highimpact research on ketanserin blockade,0,UNSPECIFIED
geometric models of subjective experience,0,UNSPECIFIED
peerreviewed guidelines for human psychedelic research,0,UNSPECIFIED
crossvalidated neurophenomenology,0,UNSPECIFIED
intrinsic topology of auditory space,0,UNSPECIFIED
emergent patterns in multielectrode arrays,0,UNSPECIFIED
highdimensional geometry of thought,0,UNSPECIFIED
adaptive control models of motor action,0,UNSPECIFIED
peerreviewed psychedelic dosing regimens,0,UNSPECIFIED
thermodynamic free energy in egomodels,0,UNSPECIFIED
crossvalidated machine learning on subjective reports,0,UNSPECIFIED
